Date,Fund,Close
2000-05-29,AIR.NZ,8.9463
2000-05-30,AIR.NZ,8.9952
2000-05-31,AIR.NZ,8.9463
2000-06-01,AIR.NZ,8.8485
2000-06-04,AIR.NZ,8.8485
2000-06-05,AIR.NZ,9.0441
2000-06-06,AIR.NZ,9.0441
2000-06-07,AIR.NZ,9.1418
2000-06-08,AIR.NZ,9.1418
2000-06-11,AIR.NZ,9.2885
2000-06-12,AIR.NZ,8.8974
2000-06-13,AIR.NZ,8.7996
2000-06-14,AIR.NZ,8.7996
2000-06-15,AIR.NZ,8.7996
2000-06-18,AIR.NZ,8.7996
2000-06-19,AIR.NZ,8.5552
2000-06-20,AIR.NZ,8.4574
2000-06-21,AIR.NZ,8.3108
2000-06-22,AIR.NZ,8.4085
2000-06-25,AIR.NZ,8.4085
2000-06-26,AIR.NZ,8.4574
2000-06-27,AIR.NZ,8.5552
2000-06-28,AIR.NZ,8.6041
2000-06-29,AIR.NZ,8.5552
2000-07-02,AIR.NZ,8.5063
2000-07-03,AIR.NZ,8.4574
2000-07-04,AIR.NZ,8.5552
2000-07-05,AIR.NZ,8.7996
2000-07-06,AIR.NZ,9.0441
2000-07-09,AIR.NZ,9.2396
2000-07-10,AIR.NZ,9.5329
2000-07-11,AIR.NZ,9.3863
2000-07-12,AIR.NZ,9.3374
2000-07-13,AIR.NZ,8.9952
2000-07-16,AIR.NZ,8.9952
2000-07-17,AIR.NZ,9.0930
2000-07-18,AIR.NZ,8.9463
2000-07-19,AIR.NZ,8.8485
2000-07-20,AIR.NZ,9.0930
2000-07-23,AIR.NZ,8.9952
2000-07-24,AIR.NZ,8.9952
2000-07-25,AIR.NZ,8.9463
2000-07-26,AIR.NZ,8.8485
2000-07-27,AIR.NZ,8.7996
2000-07-30,AIR.NZ,8.7996
2000-07-31,AIR.NZ,8.7508
2000-08-01,AIR.NZ,8.7019
2000-08-02,AIR.NZ,8.7508
2000-08-03,AIR.NZ,8.7996
2000-08-06,AIR.NZ,8.7996
2000-08-07,AIR.NZ,8.8974
2000-08-08,AIR.NZ,8.9952
2000-08-09,AIR.NZ,9.0441
2000-08-10,AIR.NZ,9.0930
2000-08-13,AIR.NZ,9.1907
2000-08-14,AIR.NZ,9.1418
2000-08-15,AIR.NZ,9.0930
2000-08-16,AIR.NZ,9.0441
2000-08-17,AIR.NZ,8.9952
2000-08-20,AIR.NZ,8.8485
2000-08-21,AIR.NZ,8.9463
2000-08-22,AIR.NZ,8.7996
2000-08-23,AIR.NZ,8.3108
2000-08-24,AIR.NZ,8.4085
2000-08-27,AIR.NZ,8.5063
2000-08-28,AIR.NZ,8.4574
2000-08-29,AIR.NZ,8.5552
2000-08-30,AIR.NZ,8.7996
2000-08-31,AIR.NZ,8.9463
2000-09-03,AIR.NZ,9.2885
2000-09-04,AIR.NZ,9.4352
2000-09-05,AIR.NZ,9.4841
2000-09-06,AIR.NZ,9.1907
2000-09-07,AIR.NZ,9.2885
2000-09-10,AIR.NZ,9.4352
2000-09-11,AIR.NZ,9.4352
2000-09-12,AIR.NZ,9.3374
2000-09-13,AIR.NZ,9.3863
2000-09-14,AIR.NZ,9.4352
2000-09-17,AIR.NZ,9.1907
2000-09-18,AIR.NZ,9.0930
2000-09-19,AIR.NZ,9.0441
2000-09-20,AIR.NZ,9.0930
2000-09-21,AIR.NZ,8.7508
2000-09-24,AIR.NZ,8.8974
2000-09-25,AIR.NZ,8.7996
2000-09-26,AIR.NZ,8.7996
2000-09-27,AIR.NZ,8.9463
2000-09-28,AIR.NZ,9.1907
2000-10-01,AIR.NZ,9.0930
2000-10-02,AIR.NZ,9.1418
2000-10-03,AIR.NZ,9.1907
2000-10-04,AIR.NZ,9.1418
2000-10-05,AIR.NZ,9.0441
2000-10-08,AIR.NZ,8.5552
2000-10-09,AIR.NZ,8.6530
2000-10-10,AIR.NZ,8.6530
2000-10-11,AIR.NZ,8.5552
2000-10-12,AIR.NZ,8.5552
2000-10-15,AIR.NZ,8.2130
2000-10-16,AIR.NZ,8.2130
2000-10-17,AIR.NZ,8.2619
2000-10-18,AIR.NZ,8.2130
2000-10-19,AIR.NZ,8.3108
2000-10-22,AIR.NZ,1.7000
2000-10-23,AIR.NZ,8.4085
2000-10-24,AIR.NZ,8.5063
2000-10-25,AIR.NZ,8.4085
2000-10-26,AIR.NZ,8.4085
2000-10-29,AIR.NZ,8.1641
2000-10-30,AIR.NZ,7.8708
2000-10-31,AIR.NZ,8.0174
2000-11-01,AIR.NZ,7.2353
2000-11-02,AIR.NZ,7.1864
2000-11-05,AIR.NZ,7.3330
2000-11-06,AIR.NZ,7.5286
2000-11-07,AIR.NZ,7.3330
2000-11-08,AIR.NZ,7.2841
2000-11-09,AIR.NZ,7.3330
2000-11-12,AIR.NZ,7.2353
2000-11-13,AIR.NZ,7.2353
2000-11-14,AIR.NZ,7.1864
2000-11-15,AIR.NZ,7.1864
2000-11-16,AIR.NZ,7.1375
2000-11-19,AIR.NZ,7.2353
2000-11-20,AIR.NZ,7.1864
2000-11-21,AIR.NZ,7.0397
2000-11-22,AIR.NZ,7.0397
2000-11-23,AIR.NZ,6.9908
2000-11-26,AIR.NZ,6.9419
2000-11-27,AIR.NZ,6.9908
2000-11-28,AIR.NZ,6.8442
2000-11-29,AIR.NZ,6.9908
2000-11-30,AIR.NZ,6.9419
2000-12-03,AIR.NZ,6.8931
2000-12-04,AIR.NZ,7.0886
2000-12-05,AIR.NZ,7.2353
2000-12-06,AIR.NZ,7.5286
2000-12-07,AIR.NZ,7.7241
2000-12-10,AIR.NZ,8.0663
2000-12-11,AIR.NZ,8.0174
2000-12-12,AIR.NZ,7.6264
2000-12-13,AIR.NZ,7.8219
2000-12-14,AIR.NZ,7.7730
2000-12-17,AIR.NZ,7.6752
2000-12-18,AIR.NZ,7.5286
2000-12-19,AIR.NZ,7.5286
2000-12-20,AIR.NZ,7.5775
2000-12-21,AIR.NZ,7.5286
2000-12-26,AIR.NZ,7.5286
2000-12-27,AIR.NZ,7.5775
2000-12-28,AIR.NZ,7.6752
2001-01-01,AIR.NZ,7.9197
2001-01-02,AIR.NZ,7.5775
2001-01-03,AIR.NZ,7.7241
2001-01-04,AIR.NZ,7.7241
2001-01-07,AIR.NZ,7.7241
2001-01-08,AIR.NZ,7.8219
2001-01-09,AIR.NZ,7.8219
2001-01-10,AIR.NZ,7.8219
2001-01-11,AIR.NZ,7.8708
2001-01-14,AIR.NZ,7.9197
2001-01-15,AIR.NZ,7.9197
2001-01-16,AIR.NZ,7.8708
2001-01-17,AIR.NZ,7.9197
2001-01-18,AIR.NZ,7.9197
2001-01-21,AIR.NZ,7.9197
2001-01-22,AIR.NZ,7.9197
2001-01-23,AIR.NZ,7.8219
2001-01-24,AIR.NZ,7.8219
2001-01-25,AIR.NZ,7.8708
2001-01-28,AIR.NZ,7.8708
2001-01-29,AIR.NZ,7.9197
2001-01-30,AIR.NZ,7.8219
2001-01-31,AIR.NZ,7.9197
2001-02-01,AIR.NZ,7.8708
2001-02-04,AIR.NZ,7.9197
2001-02-06,AIR.NZ,7.9197
2001-02-07,AIR.NZ,7.9197
2001-02-08,AIR.NZ,8.1641
2001-02-11,AIR.NZ,8.1641
2001-02-12,AIR.NZ,8.1152
2001-02-13,AIR.NZ,8.0174
2001-02-14,AIR.NZ,7.8219
2001-02-15,AIR.NZ,7.8708
2001-02-18,AIR.NZ,7.8708
2001-02-19,AIR.NZ,7.5286
2001-02-20,AIR.NZ,7.2353
2001-02-21,AIR.NZ,6.9908
2001-02-22,AIR.NZ,6.9419
2001-02-25,AIR.NZ,6.8931
2001-02-26,AIR.NZ,6.9419
2001-02-27,AIR.NZ,6.7464
2001-02-28,AIR.NZ,6.6486
2001-03-01,AIR.NZ,6.8442
2001-03-04,AIR.NZ,6.7953
2001-03-05,AIR.NZ,7.1375
2001-03-06,AIR.NZ,7.1864
2001-03-07,AIR.NZ,7.0886
2001-03-08,AIR.NZ,6.8931
2001-03-11,AIR.NZ,6.9419
2001-03-12,AIR.NZ,6.8442
2001-03-14,AIR.NZ,6.6975
2001-03-15,AIR.NZ,6.6975
2001-03-18,AIR.NZ,6.6486
2001-03-19,AIR.NZ,6.6486
2001-03-20,AIR.NZ,6.5020
2001-03-21,AIR.NZ,6.3553
2001-03-22,AIR.NZ,6.3553
2001-03-25,AIR.NZ,6.2086
2001-03-26,AIR.NZ,6.1109
2001-03-27,AIR.NZ,5.6220
2001-03-28,AIR.NZ,5.2798
2001-03-29,AIR.NZ,5.0354
2001-04-01,AIR.NZ,5.1331
2001-04-02,AIR.NZ,5.0354
2001-04-03,AIR.NZ,4.9865
2001-04-04,AIR.NZ,5.1331
2001-04-05,AIR.NZ,5.0354
2001-04-08,AIR.NZ,4.9376
2001-04-09,AIR.NZ,4.8398
2001-04-10,AIR.NZ,4.9376
2001-04-11,AIR.NZ,4.9376
2001-04-16,AIR.NZ,4.6443
2001-04-17,AIR.NZ,4.8398
2001-04-18,AIR.NZ,5.2309
2001-04-19,AIR.NZ,5.3776
2001-04-22,AIR.NZ,5.4753
2001-04-23,AIR.NZ,5.3776
2001-04-25,AIR.NZ,5.2798
2001-04-26,AIR.NZ,5.2309
2001-04-29,AIR.NZ,5.1820
2001-04-30,AIR.NZ,5.2798
2001-05-01,AIR.NZ,5.4753
2001-05-02,AIR.NZ,5.5242
2001-05-03,AIR.NZ,5.3776
2001-05-06,AIR.NZ,5.3287
2001-05-07,AIR.NZ,5.2798
2001-05-08,AIR.NZ,5.2798
2001-05-09,AIR.NZ,5.2798
2001-05-10,AIR.NZ,5.2309
2001-05-13,AIR.NZ,5.2309
2001-05-14,AIR.NZ,5.1820
2001-05-15,AIR.NZ,5.1820
2001-05-16,AIR.NZ,5.0354
2001-05-17,AIR.NZ,4.9376
2001-05-20,AIR.NZ,4.8398
2001-05-21,AIR.NZ,4.8887
2001-05-22,AIR.NZ,4.9376
2001-05-23,AIR.NZ,5.0354
2001-05-24,AIR.NZ,4.8887
2001-05-27,AIR.NZ,4.8887
2001-05-28,AIR.NZ,5.3287
2001-05-29,AIR.NZ,5.1820
2001-05-30,AIR.NZ,5.1331
2001-05-31,AIR.NZ,4.9865
2001-06-03,AIR.NZ,5.0354
2001-06-04,AIR.NZ,5.3287
2001-06-05,AIR.NZ,5.3287
2001-06-06,AIR.NZ,5.3287
2001-06-07,AIR.NZ,5.3287
2001-06-10,AIR.NZ,5.3287
2001-06-11,AIR.NZ,5.3776
2001-06-12,AIR.NZ,5.3776
2001-06-13,AIR.NZ,5.3776
2001-06-14,AIR.NZ,5.6220
2001-06-17,AIR.NZ,5.8175
2001-06-18,AIR.NZ,5.9153
2001-06-19,AIR.NZ,5.3776
2001-06-20,AIR.NZ,5.4264
2001-06-21,AIR.NZ,5.4264
2001-06-24,AIR.NZ,5.4264
2001-06-25,AIR.NZ,5.3776
2001-06-26,AIR.NZ,5.3287
2001-06-27,AIR.NZ,5.4264
2001-06-28,AIR.NZ,5.3287
2001-07-01,AIR.NZ,5.3776
2001-07-02,AIR.NZ,5.3287
2001-07-03,AIR.NZ,5.3287
2001-07-04,AIR.NZ,5.2309
2001-07-05,AIR.NZ,5.2309
2001-07-08,AIR.NZ,5.1820
2001-07-09,AIR.NZ,5.3287
2001-07-10,AIR.NZ,5.2798
2001-07-11,AIR.NZ,5.2798
2001-07-12,AIR.NZ,5.3287
2001-07-15,AIR.NZ,5.2309
2001-07-16,AIR.NZ,5.1331
2001-07-17,AIR.NZ,5.1331
2001-07-18,AIR.NZ,5.0842
2001-07-19,AIR.NZ,5.1820
2001-07-22,AIR.NZ,5.0842
2001-07-23,AIR.NZ,5.1331
2001-07-24,AIR.NZ,5.1820
2001-07-25,AIR.NZ,5.1820
2001-07-26,AIR.NZ,5.2309
2001-07-29,AIR.NZ,5.3776
2001-07-30,AIR.NZ,5.3776
2001-07-31,AIR.NZ,5.3776
2001-08-01,AIR.NZ,5.6709
2001-08-02,AIR.NZ,5.4753
2001-08-05,AIR.NZ,5.4264
2001-08-06,AIR.NZ,5.3776
2001-08-07,AIR.NZ,5.3776
2001-08-08,AIR.NZ,5.5242
2001-08-09,AIR.NZ,5.5242
2001-08-12,AIR.NZ,5.4264
2001-08-13,AIR.NZ,5.3776
2001-08-14,AIR.NZ,5.3287
2001-08-15,AIR.NZ,5.2309
2001-08-16,AIR.NZ,5.3776
2001-08-19,AIR.NZ,5.2798
2001-08-20,AIR.NZ,5.2798
2001-08-21,AIR.NZ,5.2309
2001-08-22,AIR.NZ,5.1331
2001-08-23,AIR.NZ,4.8887
2001-08-26,AIR.NZ,4.9376
2001-08-27,AIR.NZ,4.9376
2001-08-28,AIR.NZ,5.0842
2001-08-29,AIR.NZ,4.6931
2001-08-30,AIR.NZ,4.6443
2001-09-02,AIR.NZ,4.3998
2001-09-03,AIR.NZ,4.4976
2001-09-04,AIR.NZ,4.3509
2001-09-05,AIR.NZ,3.8132
2001-09-06,AIR.NZ,3.4221
2001-09-09,AIR.NZ,3.5199
2001-09-10,AIR.NZ,3.4710
2001-09-11,AIR.NZ,2.7866
2001-09-12,AIR.NZ,3.4710
2001-09-13,AIR.NZ,2.4932
2001-09-16,AIR.NZ,1.5155
2001-09-17,AIR.NZ,1.7110
2001-09-18,AIR.NZ,1.8577
2001-09-19,AIR.NZ,1.5155
2001-09-20,AIR.NZ,1.4177
2001-09-24,AIR.NZ,1.3199
2001-09-25,AIR.NZ,1.3199
2001-09-26,AIR.NZ,1.3199
2001-09-27,AIR.NZ,1.3199
2001-09-30,AIR.NZ,1.3688
2001-10-03,AIR.NZ,1.3688
2001-10-04,AIR.NZ,1.5155
2001-10-07,AIR.NZ,1.6133
2001-10-08,AIR.NZ,1.4666
2001-10-09,AIR.NZ,1.4666
2001-10-10,AIR.NZ,1.4666
2001-10-11,AIR.NZ,1.4666
2001-10-14,AIR.NZ,1.5155
2001-10-15,AIR.NZ,1.4666
2001-10-16,AIR.NZ,1.4177
2001-10-17,AIR.NZ,1.4666
2001-10-18,AIR.NZ,1.3688
2001-10-21,AIR.NZ,0.2800
2001-10-22,AIR.NZ,1.5644
2001-10-23,AIR.NZ,1.4666
2001-10-24,AIR.NZ,1.4666
2001-10-25,AIR.NZ,1.4666
2001-10-28,AIR.NZ,1.4177
2001-10-29,AIR.NZ,1.4177
2001-10-30,AIR.NZ,1.4177
2001-10-31,AIR.NZ,1.4177
2001-11-01,AIR.NZ,1.4177
2001-11-04,AIR.NZ,1.3688
2001-11-05,AIR.NZ,1.3688
2001-11-06,AIR.NZ,1.3688
2001-11-07,AIR.NZ,1.3688
2001-11-08,AIR.NZ,1.3688
2001-11-11,AIR.NZ,1.4177
2001-11-12,AIR.NZ,1.3688
2001-11-13,AIR.NZ,1.3688
2001-11-14,AIR.NZ,1.3688
2001-11-15,AIR.NZ,1.4177
2001-11-18,AIR.NZ,1.5644
2001-11-19,AIR.NZ,1.7599
2001-11-20,AIR.NZ,1.7110
2001-11-21,AIR.NZ,1.7599
2001-11-22,AIR.NZ,1.8088
2001-11-25,AIR.NZ,1.8088
2001-11-26,AIR.NZ,1.8088
2001-11-27,AIR.NZ,1.6622
2001-11-28,AIR.NZ,1.6133
2001-11-29,AIR.NZ,1.5644
2001-12-02,AIR.NZ,1.5155
2001-12-03,AIR.NZ,1.5155
2001-12-04,AIR.NZ,1.6133
2001-12-05,AIR.NZ,1.6622
2001-12-06,AIR.NZ,1.6133
2001-12-09,AIR.NZ,1.6622
2001-12-10,AIR.NZ,1.6622
2001-12-11,AIR.NZ,1.6622
2001-12-12,AIR.NZ,1.6622
2001-12-13,AIR.NZ,1.6133
2001-12-16,AIR.NZ,1.6622
2001-12-17,AIR.NZ,1.6622
2001-12-18,AIR.NZ,1.6622
2001-12-19,AIR.NZ,1.6133
2001-12-20,AIR.NZ,1.5644
2001-12-23,AIR.NZ,0.3200
2001-12-24,AIR.NZ,0.3200
2001-12-25,AIR.NZ,0.3200
2001-12-26,AIR.NZ,1.6133
2001-12-27,AIR.NZ,1.6622
2001-12-30,AIR.NZ,1.7110
2001-12-31,AIR.NZ,0.3500
2002-01-01,AIR.NZ,0.3500
2002-01-02,AIR.NZ,0.3500
2002-01-03,AIR.NZ,1.6622
2002-01-06,AIR.NZ,1.6622
2002-01-07,AIR.NZ,1.6622
2002-01-08,AIR.NZ,1.6622
2002-01-09,AIR.NZ,1.6133
2002-01-10,AIR.NZ,1.6133
2002-01-13,AIR.NZ,1.5155
2002-01-14,AIR.NZ,1.5155
2002-01-15,AIR.NZ,1.5155
2002-01-16,AIR.NZ,1.4666
2002-01-17,AIR.NZ,1.4666
2002-01-20,AIR.NZ,1.4666
2002-01-21,AIR.NZ,1.4666
2002-01-22,AIR.NZ,1.5155
2002-01-23,AIR.NZ,1.5155
2002-01-24,AIR.NZ,1.5155
2002-01-27,AIR.NZ,1.5155
2002-01-28,AIR.NZ,1.6133
2002-01-29,AIR.NZ,1.5644
2002-01-30,AIR.NZ,0.3200
2002-01-31,AIR.NZ,1.5155
2002-02-03,AIR.NZ,1.5155
2002-02-04,AIR.NZ,1.5155
2002-02-05,AIR.NZ,0.3100
2002-02-06,AIR.NZ,1.5155
2002-02-07,AIR.NZ,1.5155
2002-02-10,AIR.NZ,1.5155
2002-02-11,AIR.NZ,1.5155
2002-02-12,AIR.NZ,1.5155
2002-02-13,AIR.NZ,1.5644
2002-02-14,AIR.NZ,1.5644
2002-02-17,AIR.NZ,1.6133
2002-02-18,AIR.NZ,1.6133
2002-02-19,AIR.NZ,1.6622
2002-02-20,AIR.NZ,1.7110
2002-02-21,AIR.NZ,1.6622
2002-02-24,AIR.NZ,1.6133
2002-02-25,AIR.NZ,1.7110
2002-02-26,AIR.NZ,1.7599
2002-02-27,AIR.NZ,1.8088
2002-02-28,AIR.NZ,1.7110
2002-03-03,AIR.NZ,1.6622
2002-03-04,AIR.NZ,1.6622
2002-03-05,AIR.NZ,1.6622
2002-03-06,AIR.NZ,1.6622
2002-03-07,AIR.NZ,1.6622
2002-03-10,AIR.NZ,1.6133
2002-03-11,AIR.NZ,1.5644
2002-03-12,AIR.NZ,1.6133
2002-03-13,AIR.NZ,1.5644
2002-03-14,AIR.NZ,1.5644
2002-03-17,AIR.NZ,1.6133
2002-03-18,AIR.NZ,1.6133
2002-03-19,AIR.NZ,1.6133
2002-03-20,AIR.NZ,1.6133
2002-03-21,AIR.NZ,1.6133
2002-03-24,AIR.NZ,1.6622
2002-03-25,AIR.NZ,1.6133
2002-03-26,AIR.NZ,1.6622
2002-03-27,AIR.NZ,1.7599
2002-03-28,AIR.NZ,0.3600
2002-03-31,AIR.NZ,0.3600
2002-04-01,AIR.NZ,1.7599
2002-04-02,AIR.NZ,1.7599
2002-04-03,AIR.NZ,1.7110
2002-04-04,AIR.NZ,1.7110
2002-04-07,AIR.NZ,1.7110
2002-04-08,AIR.NZ,1.7110
2002-04-09,AIR.NZ,1.7599
2002-04-10,AIR.NZ,1.7599
2002-04-11,AIR.NZ,1.7599
2002-04-14,AIR.NZ,1.7599
2002-04-15,AIR.NZ,1.7599
2002-04-16,AIR.NZ,1.7599
2002-04-17,AIR.NZ,1.7599
2002-04-18,AIR.NZ,1.7599
2002-04-21,AIR.NZ,1.7599
2002-04-22,AIR.NZ,1.7599
2002-04-23,AIR.NZ,1.7599
2002-04-25,AIR.NZ,1.8577
2002-04-28,AIR.NZ,2.1021
2002-04-29,AIR.NZ,2.3955
2002-04-30,AIR.NZ,2.7377
2002-05-01,AIR.NZ,2.5910
2002-05-02,AIR.NZ,2.6888
2002-05-05,AIR.NZ,2.4932
2002-05-06,AIR.NZ,2.4932
2002-05-07,AIR.NZ,2.5910
2002-05-08,AIR.NZ,2.5421
2002-05-09,AIR.NZ,2.6399
2002-05-12,AIR.NZ,2.6888
2002-05-13,AIR.NZ,2.6888
2002-05-14,AIR.NZ,2.7377
2002-05-15,AIR.NZ,2.6888
2002-05-16,AIR.NZ,2.6399
2002-05-19,AIR.NZ,2.6399
2002-05-20,AIR.NZ,2.6399
2002-05-21,AIR.NZ,2.5910
2002-05-22,AIR.NZ,2.5910
2002-05-23,AIR.NZ,2.7377
2002-05-26,AIR.NZ,2.8354
2002-05-27,AIR.NZ,3.0310
2002-05-28,AIR.NZ,3.3243
2002-05-29,AIR.NZ,3.3732
2002-05-30,AIR.NZ,3.4710
2002-06-02,AIR.NZ,0.7100
2002-06-03,AIR.NZ,3.4710
2002-06-04,AIR.NZ,3.0799
2002-06-05,AIR.NZ,2.9821
2002-06-06,AIR.NZ,2.7866
2002-06-09,AIR.NZ,2.8843
2002-06-10,AIR.NZ,3.1777
2002-06-11,AIR.NZ,3.0799
2002-06-12,AIR.NZ,3.1288
2002-06-13,AIR.NZ,3.0310
2002-06-16,AIR.NZ,3.1777
2002-06-17,AIR.NZ,3.2754
2002-06-18,AIR.NZ,3.3732
2002-06-19,AIR.NZ,3.3732
2002-06-20,AIR.NZ,3.2265
2002-06-23,AIR.NZ,3.2754
2002-06-24,AIR.NZ,3.2754
2002-06-25,AIR.NZ,3.1777
2002-06-26,AIR.NZ,3.2265
2002-06-27,AIR.NZ,3.1288
2002-06-30,AIR.NZ,3.1777
2002-07-01,AIR.NZ,3.1288
2002-07-02,AIR.NZ,3.1288
2002-07-03,AIR.NZ,3.1777
2002-07-04,AIR.NZ,3.1777
2002-07-07,AIR.NZ,3.2265
2002-07-08,AIR.NZ,3.2265
2002-07-09,AIR.NZ,3.1777
2002-07-10,AIR.NZ,3.1777
2002-07-11,AIR.NZ,3.2265
2002-07-14,AIR.NZ,3.2754
2002-07-15,AIR.NZ,3.2754
2002-07-16,AIR.NZ,3.2265
2002-07-17,AIR.NZ,3.2754
2002-07-18,AIR.NZ,3.2754
2002-07-21,AIR.NZ,3.2265
2002-07-22,AIR.NZ,3.1777
2002-07-23,AIR.NZ,3.1777
2002-07-24,AIR.NZ,3.2265
2002-07-25,AIR.NZ,3.1777
2002-07-28,AIR.NZ,3.1777
2002-07-29,AIR.NZ,3.1288
2002-07-30,AIR.NZ,3.1777
2002-07-31,AIR.NZ,3.1288
2002-08-01,AIR.NZ,3.1777
2002-08-04,AIR.NZ,3.1777
2002-08-05,AIR.NZ,3.1288
2002-08-06,AIR.NZ,3.0799
2002-08-07,AIR.NZ,2.9821
2002-08-08,AIR.NZ,3.0310
2002-08-11,AIR.NZ,2.9821
2002-08-12,AIR.NZ,3.0310
2002-08-13,AIR.NZ,2.9332
2002-08-14,AIR.NZ,2.9821
2002-08-15,AIR.NZ,2.8843
2002-08-18,AIR.NZ,2.9332
2002-08-19,AIR.NZ,2.9821
2002-08-20,AIR.NZ,3.0799
2002-08-21,AIR.NZ,3.1777
2002-08-22,AIR.NZ,0.6500
2002-08-25,AIR.NZ,3.1288
2002-08-26,AIR.NZ,3.1288
2002-08-27,AIR.NZ,3.0799
2002-08-28,AIR.NZ,2.9332
2002-08-29,AIR.NZ,2.9332
2002-09-01,AIR.NZ,2.8354
2002-09-02,AIR.NZ,2.9332
2002-09-03,AIR.NZ,2.8843
2002-09-04,AIR.NZ,2.8843
2002-09-05,AIR.NZ,2.7866
2002-09-08,AIR.NZ,2.6888
2002-09-09,AIR.NZ,2.6399
2002-09-10,AIR.NZ,2.7377
2002-09-11,AIR.NZ,2.7866
2002-09-12,AIR.NZ,2.7377
2002-09-15,AIR.NZ,2.6888
2002-09-16,AIR.NZ,2.7866
2002-09-17,AIR.NZ,2.7377
2002-09-18,AIR.NZ,2.6888
2002-09-19,AIR.NZ,2.7377
2002-09-22,AIR.NZ,2.6399
2002-09-23,AIR.NZ,2.5421
2002-09-24,AIR.NZ,2.4443
2002-09-25,AIR.NZ,2.5421
2002-09-26,AIR.NZ,2.5421
2002-09-29,AIR.NZ,2.4932
2002-09-30,AIR.NZ,2.4443
2002-10-01,AIR.NZ,2.2977
2002-10-02,AIR.NZ,2.2977
2002-10-03,AIR.NZ,2.3955
2002-10-06,AIR.NZ,2.3955
2002-10-07,AIR.NZ,2.3955
2002-10-08,AIR.NZ,2.5421
2002-10-09,AIR.NZ,2.5421
2002-10-10,AIR.NZ,2.5910
2002-10-13,AIR.NZ,2.6888
2002-10-14,AIR.NZ,2.5421
2002-10-15,AIR.NZ,2.5421
2002-10-16,AIR.NZ,2.3466
2002-10-17,AIR.NZ,2.4932
2002-10-20,AIR.NZ,2.4932
2002-10-21,AIR.NZ,2.5421
2002-10-22,AIR.NZ,2.4932
2002-10-23,AIR.NZ,2.4443
2002-10-24,AIR.NZ,2.4932
2002-10-27,AIR.NZ,0.5100
2002-10-28,AIR.NZ,2.6399
2002-10-29,AIR.NZ,2.5910
2002-10-30,AIR.NZ,2.5910
2002-10-31,AIR.NZ,2.6399
2002-11-03,AIR.NZ,2.5421
2002-11-04,AIR.NZ,2.4932
2002-11-05,AIR.NZ,2.4443
2002-11-06,AIR.NZ,2.3955
2002-11-07,AIR.NZ,2.3955
2002-11-10,AIR.NZ,2.3466
2002-11-11,AIR.NZ,2.3466
2002-11-12,AIR.NZ,2.3955
2002-11-13,AIR.NZ,2.3466
2002-11-14,AIR.NZ,2.3955
2002-11-17,AIR.NZ,2.3955
2002-11-18,AIR.NZ,2.3955
2002-11-19,AIR.NZ,2.4443
2002-11-20,AIR.NZ,2.3955
2002-11-21,AIR.NZ,2.4443
2002-11-24,AIR.NZ,2.7377
2002-11-25,AIR.NZ,2.5421
2002-11-26,AIR.NZ,2.4932
2002-11-27,AIR.NZ,2.4932
2002-11-28,AIR.NZ,2.4932
2002-12-01,AIR.NZ,0.5100
2002-12-02,AIR.NZ,2.4932
2002-12-03,AIR.NZ,2.4932
2002-12-04,AIR.NZ,2.4932
2002-12-05,AIR.NZ,2.4932
2002-12-08,AIR.NZ,2.4932
2002-12-09,AIR.NZ,2.4932
2002-12-10,AIR.NZ,2.4932
2002-12-11,AIR.NZ,2.4932
2002-12-12,AIR.NZ,2.5421
2002-12-15,AIR.NZ,2.5421
2002-12-16,AIR.NZ,2.4443
2002-12-17,AIR.NZ,2.4932
2002-12-18,AIR.NZ,2.5421
2002-12-19,AIR.NZ,2.4443
2002-12-22,AIR.NZ,2.4932
2002-12-23,AIR.NZ,2.4932
2002-12-24,AIR.NZ,0.5100
2002-12-25,AIR.NZ,0.5100
2002-12-26,AIR.NZ,2.4443
2002-12-29,AIR.NZ,2.3955
2002-12-30,AIR.NZ,2.4443
2002-12-31,AIR.NZ,0.5000
2003-01-01,AIR.NZ,0.5000
2003-01-02,AIR.NZ,2.4932
2003-01-05,AIR.NZ,2.5421
2003-01-06,AIR.NZ,2.5910
2003-01-07,AIR.NZ,2.5910
2003-01-08,AIR.NZ,2.5910
2003-01-09,AIR.NZ,2.5910
2003-01-12,AIR.NZ,2.7377
2003-01-13,AIR.NZ,2.7377
2003-01-14,AIR.NZ,2.6888
2003-01-15,AIR.NZ,2.6888
2003-01-16,AIR.NZ,2.6888
2003-01-19,AIR.NZ,2.6888
2003-01-20,AIR.NZ,2.7866
2003-01-21,AIR.NZ,2.7377
2003-01-22,AIR.NZ,2.6888
2003-01-23,AIR.NZ,2.7866
2003-01-26,AIR.NZ,2.7377
2003-01-27,AIR.NZ,2.7377
2003-01-28,AIR.NZ,2.8354
2003-01-29,AIR.NZ,2.7866
2003-01-30,AIR.NZ,2.7377
2003-02-02,AIR.NZ,2.7377
2003-02-03,AIR.NZ,2.7866
2003-02-04,AIR.NZ,2.7377
2003-02-05,AIR.NZ,0.5600
2003-02-06,AIR.NZ,2.6399
2003-02-09,AIR.NZ,2.5910
2003-02-10,AIR.NZ,2.5910
2003-02-11,AIR.NZ,2.5421
2003-02-12,AIR.NZ,2.5421
2003-02-13,AIR.NZ,2.5421
2003-02-16,AIR.NZ,2.6399
2003-02-17,AIR.NZ,2.6399
